CountryIndex,country,agricultural_land_percent,forest_land_percent,land_area,access_to_electricity_percent,renewable_energy_consumption_percent,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,individuals_using_internet_percent,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,per_capita_co2_consumption,per_capita_greenhouse_emission
11,Mexico,52.3712029630392,34.4367447722421,1943950.0,99.236696,9.36,2046.82382987634,462869.5,650218.3115,57.8885264538697,31.05,20.152,5.594,74.19,112532401.0,24965313.0,0.0041132109142503,0.0057780541934762
12,Saudi Arabia,80.6655843400676,0.454484134921779,2149690.0,100.0,0.01,7435.0444678416,446131.5,564852.8807,13.6819397215412,41.0,21.894,2.498,75.763,29411929.0,5269441.0,0.0151683862693943,0.0192048906652807
13,South Africa,79.871237913098,14.3551508956467,1213090.0,82.8,9.65,4492.77503001308,425548.4,528517.785,42.68844108846,24.0,22.274,11.257,58.899,51784921.0,19565379.0,0.0082176122273122,0.0102060170179655
14,Indonesia,29.4963726066154,53.0802617709861,1877519.0,94.15,35.96,630.298386000833,415536.6,788131.7963,129.967352127994,10.92,20.158,7.406,68.679,244016173.0,122217940.0,0.0017029059791049,0.0032298342630756
15,Italy,48.45088902265,30.5292204059273,295718.0,100.0,12.79,5493.71103670054,405272.3,482672.1703,200.452515572268,53.68,9.5,9.9,82.0365853658537,59277417.0,18774936.0,0.0068368751627622,0.0081425978851271
16,Brazil,27.7375349060916,61.2074815688658,8358140.0,98.6,46.81,2366.38012019669,397931.1,999924.9994,23.4924866058716,40.65,15.492,6.199,73.182,196353492.0,30758775.0,0.0020266056689228,0.0050924737279436
17,Australia,48.9920987204353,16.862931674108,7682300.0,100.0,8.16,10726.9281831902,395993.2,589473.4613,2.86785858401781,76.0,13.7,6.5,81.6951219512195,22031750.0,3264665.0,0.017973751517696,0.0267556349949504
18,France,52.8279247639972,29.9859192741578,547557.0,100.0,11.99,7734.36187516411,347940.1,472918.3176,118.764941366835,77.28,12.9,8.5,81.6634146341463,65030575.0,14066764.0,0.0053504078658384,0.0072722456721319
19,Poland,47.1757868616952,30.4590570719603,306280.0,100.0,9.49,3797.09229558691,313739.1,377248.2243,124.209200731357,62.32,10.9,9.9,76.2463414634146,38042794.0,14877776.0,0.0082470046758395,0.0099164173982594
20,Turkiye,50.6892922573184,27.3937866247418,769630.0,100.0,14.21,2463.85975801914,297814.0,371145.2694,95.0354715902447,39.82,17.746,5.251,75.069,73142150.0,21339222.0,0.0040717151464647,0.0050743007882595
21,Spain,55.0888982220356,37.089938201236,500010.0,100.0,14.39,5706.56306279914,274140.6,350175.3957,93.1519309613808,65.8,10.4,8.2,81.6268292682927,46576897.0,10041047.0,0.0058857634934332,0.0075182207973193
22,Ukraine,71.2335151556998,16.4813919768004,579320.0,99.9698333740234,2.88,3549.84455123583,268924.6,329151.167,79.180316578057,23.3,10.8,15.2,70.2653658536586,45870741.0,14405248.0,0.005862660906219,0.007175623498212
23,Thailand,44.6749789582885,39.290258176907,510890.0,99.7,22.83,2271.44996720325,240768.3,361217.6687,133.630505588287,22.4,11.926,6.307,76.131,68270489.0,38329783.0,0.0035266819313393,0.0052909781955714
24,Kazakhstan,80.4392339889617,1.14167481572027,2699700.0,100.0,1.38,4728.01159082733,229702.2,307085.8759,6.04580953439271,31.6,22.53,8.95,68.45,16321872.0,7046642.0,0.0140732754184078,0.0188143783936058
25,"Egypt, Arab Rep.",3.68777939625295,0.0659400271234115,995450.0,99.3571548461914,5.37,1494.91567642949,200313.3,289376.1877,87.6512260786579,21.6,27.16,6.018,69.664,87252413.0,49717297.0,0.0022957909484978,0.0033165408009976
26,Malaysia,22.4906406939583,57.6705219905646,328550.0,99.4753112792969,1.96,4071.94426328459,199867.0,248443.0408,87.4074904885101,56.3,17.002,5.009,74.442,28717731.0,8353414.0,0.0069597072275661,0.0086512071862501
27,Netherlands,55.5084494515268,11.0726356359324,33730.0,100.0,3.85,7006.27382053053,171110.5,200804.2066,492.599881411207,90.72,11.1,8.2,80.7024390243902,16615394.0,2137737.0,0.0102983113129908,0.0120854315341544
28,Argentina,46.1389123357048,11.0403443575999,2736690.0,98.82,8.79,2877.65265331343,167226.3,342496.5143,14.904301546759,45.0,17.87,7.661,75.721,40788453.0,3732551.0,0.0040998441397127,0.0083968988551735
29,"Venezuela, RB",24.3750354288306,53.8574910719347,882050.0,99.0850448608398,13.79,3165.06809571659,164101.6,409219.1125,32.5548687716116,37.37,20.805,5.568,72.89,28715022.0,3421969.0,0.0057148345559338,0.014251046455754
30,United Arab Emirates,5.52379611377077,4.46775556181357,71020.0,100.0,0.11,10695.2899341423,162788.9,207638.5913,119.427921712194,68.0,13.665,0.795,78.334,8481771.0,1349704.0,0.0191927959384897,0.0244805703077812
31,Viet Nam,34.3450560815081,42.7332154461943,313294.0,97.43,34.58,1028.94358436212,151413.5,257248.093,279.006339093631,30.65,16.906,6.193,73.513,87411012.0,60823204.0,0.0017322016589854,0.0029429712242663
32,Pakistan,45.7165836446658,5.31046336654213,770880.0,87.1227264404297,47.4,408.00290461782,140378.6,323172.4462,252.250023349938,8.0,32.109,7.599,64.436,194454498.0,126401257.0,0.000721909760092,0.0016619437941723
33,Uzbekistan,58.7255558716379,7.6844723004781,435892.0,99.5965423583984,1.35,1653.46749572865,126240.5,189868.2555,65.5263230341461,15.9,22.0,4.8,69.235,28562400.0,14008143.0,0.0044198141612749,0.0066474895491975
34,Algeria,17.3713335628574,0.805293608874184,2381740.0,98.9109039306641,0.26,1020.07053479853,114179.4,210955.5444,15.0546843904037,12.5,24.458,4.754,73.808,35856344.0,11638969.0,0.0031843569996985,0.0058833534283361
35,Czechia,45.6289006862618,34.4086494885407,77230.0,100.0,10.95,6348.42439812839,114167.6,134691.9645,135.626181535673,68.82,11.2,10.2,77.4243902439025,10474410.0,2801381.0,0.0108996688118948,0.0128591457179927
36,Iraq,18.9261374102045,1.89952109044023,434320.0,98.3619613647461,1.67,1176.78385088698,108550.3,167515.3092,71.9858053969424,2.5,34.291,5.85,67.062,31264875.0,9659908.0,0.0034719569484925,0.0053579395151907
37,Belgium,44.7721268163804,22.7830250990753,30280.0,100.0,6.25,8393.94962326946,106872.8,124908.4666,359.827807133421,77.63978551,11.9,9.7,80.1829268292683,10895586.0,255937.0,0.0098088161572952,0.011464134797339
38,Nigeria,73.5575392250513,25.5388078219529,910770.0,48.0,86.46,134.34990183119,90055.2,271562.9226,176.721733258671,11.5,42.094,14.628,50.945,160952853.0,90970553.0,0.000559512915251,0.0016872203104097
39,Greece,58.0993017843289,30.27,128900.0,100.0,11.38,5333.43955553561,87578.5,108551.8706,86.278828549263,44.4,10.3,9.8,80.3878048780488,11121341.0,2636648.0,0.0078748147368199,0.009760681791881
40,Philippines,40.580876681088,22.9389945333199,298170.0,85.4832077026367,32.6,633.390640206178,81917.8,158249.7774,317.391756380588,25.0,25.511,5.636,70.754,94636700.0,51735991.0,0.0008656028792212,0.0016721819061738
