date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
1998-01-01,9502.66013824377,8336.68580060343,1363478593.284,211931.1,3696.474276295838,-2.3505309093743834,46.97095769643781,14990.775097560796,8275.974075601169,570889.3684801697,193619011.45474,290989493.928,81714.56223468538,1823.749533866706,1154.4185129569157,352.27590767186433,79.10300064901082,4056.0766236205586,1721.9390040258227,2715.0200292863083,-2.6096489280462296,43.72550968825816,0.0,0.0,0.0,0.0,861.0084240159472,0.0,469.37033845921735,237567346084456.88,-1.2784792818128576,71.10993397235868,-2.908072008285639,54.60418988764287,-3.0336101818829686,61.45724922418593,415.48787200450903,0.0,0.0,1847.7,6493.861068943405,2439.522959788146,17053.73403114442,63286046089.0,35845694670.0,-2.0140436617658226,48.5258605927229,882.8133220406228
1999-01-01,9516.507690362005,8324.258858446758,1363553374.97,211931.1,3850.77490767258,0.0,0.0,15587.074684415347,8265.11649450759,580762.3325441248,194223935.940225,292144913.451123,82651.2416404219,2250.0040428813863,914.9435656654882,299.17955685894935,88.00912286651996,3729.9708037881273,1793.4064460528557,2675.442432632702,0.0,0.0,0.0,0.0,0.0,0.0,1328.8967524140048,0.0,485.8851822208842,241767195738988.66,0.0,0.0,0.0,0.0,0.0,0.0,657.3305592536926,0.0,0.0,1519.4,6398.152530756134,2380.5699444510806,17151.967752355755,64215645360.0,36122388406.0,0.0,0.0,881.8187740917742
2000-01-01,9597.363389414457,8368.256842351922,1364459342.336,210756.1,3894.3673473617164,-2.4194084741175397,49.766531169414534,19291.860976159765,8243.57864174315,603212.7105714384,200583484.107186,299829201.715536,84060.86366036086,2336.675515227944,742.0199292162504,363.65227459972795,96.89605354599401,3145.528772808637,1675.8226232348786,2537.3323688795576,-2.4427851426880745,45.64830234646798,0.0,0.0,0.0,0.0,1974.7249921749474,0.0,453.03565426939844,250070986438032.66,-1.0560828909947209,71.06346702575681,-3.014156726305397,48.662747204303756,-3.0711489294189986,55.59056635200978,728.9830279350282,674.8393536426448,0.0,2033.1,6334.778599305149,2336.9548194699337,17340.600577952664,65140124693.0,36382004336.0,-2.079941838979723,45.27081914246083,993.0356144556424
2001-01-01,9584.11117384169,8358.087142796834,1364446468.21,211931.1,4026.811333764314,0.0,0.0,19430.975654544844,8134.563913366631,612052.6954747945,204726160.350811,304278106.97960603,79924.69664002159,1838.2170468486165,1058.4470645861552,398.3495398915218,103.03689361720996,3088.9288694830193,1752.2886000331523,2693.2049800056466,0.0,0.0,0.0,0.0,0.0,0.0,2449.9425497708403,0.0,440.7574258045481,249427536755595.78,0.0,0.0,0.0,0.0,0.0,0.0,708.3805613517761,686.2542130457281,0.0,1677.0,6232.4862397801035,2311.2033418276937,17353.117154614552,66066420884.0,36595606261.0,0.0,0.0,1102.6474048445791
2002-01-01,9574.95308131308,8348.666405967007,1364419781.37,211910.1,4143.720001718069,-2.319647887838113,45.78635314106942,19566.775160379297,8162.493156374965,624333.4506460776,208557912.287872,309318885.925951,80095.6775079458,1227.7235289833336,1054.9554923885428,458.3830353724573,103.30371183187401,3264.606862311705,1817.5922102374666,2902.8548496742965,-2.41281051188708,39.64377799630164,0.0,0.0,0.0,0.0,3200.281510036203,0.0,443.60884521183874,259390841240265.22,-1.5483355491887871,65.81516328454019,-3.020472936332195,51.27620513737201,-2.890162989497185,46.21095302700994,749.0607401132585,687.9959648373045,0.0,2376.1,6144.935114723485,2295.698930994026,17422.730568919746,66995501170.0,36775209325.0,-2.097242721822131,39.20031017065049,1170.578712019271
2003-01-01,9558.558915666046,8338.068441804631,1364496109.528,211931.1,4204.790981753522,-2.5223847888410753,42.35006390511989,19741.598612855236,8078.350753066084,638518.9413387369,220142305.469856,323123857.716293,80742.51755512418,1226.6687214941255,909.7228828503396,387.45013192463864,109.9792913226468,3204.251584756529,1890.3958494505978,3002.704989103654,-2.583712199702839,43.05824697017673,0.0,0.0,120.4,0.0,3690.4779960465057,0.0,433.97476422458624,292640280161473.25,-1.8027229313739142,64.47554004192352,-2.879253241000681,50.22368569672107,-2.8620934644713643,38.11029075086116,674.3189260959625,703.5646874655612,0.0,2357.3,6076.203242224803,2277.512804921429,17498.489254847136,67923764214.0,36942794999.0,-2.120122657273883,38.971147313714,1067.8013565612332
2004-01-01,9503.935854794405,8324.73782361735,1366697830.391,211931.1,4481.626147363673,-4.910114269703632,43.354560717940316,19856.941910880916,8013.409933393014,651684.1750726216,231812974.011453,337545421.567434,81097.55227037353,1106.70878545375,628.0877925385331,448.79590993273825,110.65426660883516,3051.8863877010253,1955.8421884460004,2998.1404403202487,-5.98548444733025,47.19884105026723,0.0,0.0,55.5,0.0,4317.829710203788,0.0,408.8943707702448,332645784376864.44,-3.943627985427146,63.09248217940328,-5.613199700135756,45.26424403488636,-5.235415137634822,42.886613473296165,721.7569721937178,698.2185356448654,0.0,2654.1,6068.624300950908,2263.6286523677018,17591.483247798005,68853652679.0,37096421313.0,-4.786938847042562,38.29107458889483,1133.166650522507
2005-01-01,9485.646527893921,8314.390672796882,1366727998.6890001,211931.1,4844.03646857104,-6.21096044033766,39.959801182150834,19982.04668364576,8032.870297491467,670647.5770469031,242437591.783891,350435515.603585,82159.89287921465,1287.4381601467046,650.2993625026543,463.8952923416428,111.6108476929389,3118.8335158650375,2174.3770907560593,3061.8104228829907,-6.966079318895932,42.14397129416466,0.0,0.0,56.0,0.0,4866.791234529153,0.0,388.08096659139136,364401890516620.75,-4.5508646829985056,62.11439260840418,-7.423563187825408,42.670955598354325,-6.303114074282347,35.18892394006252,678.6474891901016,699.1948167462522,0.0,2967.0,5995.524337311084,2231.410197933662,17741.894398570923,69788035528.0,37238306141.0,-4.952044380028375,38.1049295514822,1088.2179282213267
2006-01-01,9551.412788513873,8389.858537952949,1367854720.361,211931.1,4972.617454444344,-5.953349666669976,40.16097737848759,20229.691917891498,7951.143527802023,685576.2964007276,252506949.881156,362317888.098011,83023.70457984957,1277.6798382103093,576.204288705352,431.26711832567264,113.19542436783989,3085.0239430121915,2301.4866235395775,3121.799446394002,-6.633684321306619,46.605538919568055,0.0,0.0,1144.1,0.0,5447.100475392551,0.0,374.3261471831648,400201921565279.0,-4.7412715528625995,58.979565709829345,-6.803392896894337,41.173667579889305,-6.4508085851557535,41.84269095957279,687.7444576621057,691.4960295294308,0.0,2909.5,5976.798761097883,2200.583041403915,17768.47838414255,70726561262.0,37377191168.0,-4.3834340292960015,32.655638456344604,1113.670581461818
2007-01-01,9523.821518803976,8381.944093435464,1367852280.606,211910.1,5183.142163536076,-6.437714320141803,41.5941410511732,20337.394062846513,7830.960543585232,697718.2002163201,263345396.812602,375445097.97496897,83854.18679586974,1298.0088405621955,653.7041900018783,436.51772522528563,117.76319639618023,3159.3627265369673,2366.479572475683,3111.2793693162807,-6.52626360300932,50.87750531733037,0.0,0.0,461.0,0.0,6148.969467360656,531.686837699877,374.76484243336637,458607601831973.2,-4.564520672429297,56.332861259579644,-6.204531393537764,41.131585150957086,-6.227842643856981,44.985510528087616,632.4964477419854,705.1583615916627,0.0,2515.4,5937.829894166391,2175.6899127772713,17849.28367767576,71663396001.0,37513302412.0,-4.2235988201573464,32.313445046544075,1187.133446115475
2008-01-01,9544.76849175053,8373.720504892593,1367750521.1269999,211910.1,5294.6986877595255,-5.459304869174989,41.51281897723675,20512.13841380498,7842.422590978934,709044.6228545244,266902252.971345,380305565.824893,85212.46498610749,2348.9666498722227,329.72049830688076,424.93991943730373,122.42237332208354,3476.3983089460767,2460.9936727832905,3462.6577345104147,-5.930930270813413,51.574473425745964,0.0,0.0,205.1,0.0,6799.028874930542,0.0,386.6765770168655,512407331613685.44,-4.171447251457714,57.171841740608215,-5.4272180789266455,38.779456332325935,-6.233350798487673,44.360855221748345,762.3250495195389,713.9629881658121,0.0,2776.3,5930.264629631875,2151.1193181181084,17932.124025669444,72617128291.0,37635664621.0,-4.225212907651457,31.916264399886128,1315.0197242546005
2009-01-01,9548.29161510034,8365.239913374315,1367724751.066,211910.1,5215.511494833797,-4.375996014103286,40.74754621088504,20629.099592056373,7863.605372041527,689628.6751916765,266192635.280423,379429888.999826,86530.46579463202,911.067544912371,1451.1958622179043,516.8277862441885,123.76442966512052,3959.446428253735,2382.883544521079,3800.370733398779,-4.439661677228298,48.43127749860285,0.0,0.0,1516.3,0.0,7466.20472489476,0.0,411.20792968698345,486214127664482.8,-5.699823654256802,56.390094131231315,-4.47696216404436,36.83520044386387,-4.721249630674712,42.74351756274699,811.9755020141603,770.5912652262309,0.0,2967.0,5887.844033177316,2118.051800982821,18036.76652658232,73582725859.0,37758191296.0,-4.103075500810498,31.16400340199471,1302.872934151204
2010-01-01,9548.106412997806,8356.633923925692,1367748137.761,211910.1,5234.870487469547,-4.892408578656669,40.68133410811425,20856.764119035164,7799.50214970406,719938.7762444782,283467660.772229,399827227.039995,87886.85478760599,978.5507469994343,610.247756295174,550.1102703188544,124.85278419802093,3988.3369766838914,2538.5069668048613,3816.0962947410376,-4.343809678452105,48.63386911153792,61.1101771891117,0.0,1434.9,0.0,8194.791201395605,571.6727301264305,378.3110446166184,540083425137857.44,-6.818462023511568,54.747529983520494,-4.438276614993844,36.50072371959686,-4.444900734350071,43.151444301009185,816.687993645668,761.0213277413695,1210.1222032877301,3022.8,5848.99147095873,2106.451365807638,18116.938615205625,74557637716.0,37880569184.0,-4.302517428994198,30.54725518077612,1400.073529413471
2011-01-01,9561.064855002654,8382.090589681604,1367755460.111,211910.1,5584.662593826951,-6.147702897433175,39.59880056977272,21062.709044072428,7735.334383299715,721651.5996563536,295140816.433336,413941482.634575,91233.30314720064,1520.2341678571004,428.40123256095126,506.30538193710726,126.68463826650795,4128.357144688398,2722.8188049400424,3901.27500180701,-5.772648910526202,48.72818465530873,0.0,0.0,81.1,0.0,8971.727184500764,0.0,349.90903982291115,604897546055706.9,-6.412731705291676,55.30174450576302,-6.169161077821615,35.033848240971565,-5.571969040240207,42.97683654725551,808.7418278455735,763.2077004254065,1105.70957923639,2854.5,5762.838906670455,2071.080550414393,18220.368970695316,75541136071.0,38025942236.0,-5.529128388967383,30.408696852624423,1315.5800809546947
2012-01-01,9590.737561035021,8380.222318208338,1368474211.192,213060.1,5630.966840581354,-5.956898825243099,38.02195597440005,21244.874176877027,7734.860266041987,725151.1564409129,300299863.057341,420342074.282702,92756.7947109495,1319.0005354465384,815.2586316886742,515.5365086838931,126.96534635050581,4321.82609642947,2834.9570561865544,4087.3353067136118,-5.738570922287185,47.80590771138668,0.0,0.0,97.5,0.0,9569.511468597391,570.0003109924162,368.70867861522424,620913254693348.1,-6.151234116521623,50.81722648441791,-6.0468879630789125,35.496188968420036,-5.63384413160385,45.38475081324575,914.2065235376357,762.6916259078981,1062.93,3081.3,5727.978968141709,2062.1156436541355,18298.179114325667,76558069763.0,38184182774.0,-5.5126697595696745,29.878844156861316,1612.36804736122
2013-01-01,9583.983485162615,8368.84914488083,1368460317.219,213060.1,5748.44334710772,-5.959687089663916,37.70811487734318,21403.68726194652,7789.839102497378,727172.932750897,306940988.951661,427662771.970446,93928.15698967155,964.5538568145209,975.1868748985491,547.1934134612455,130.76374860276425,4321.37983789961,2769.1454858998272,4029.1792154778723,-5.727112078573565,45.71530057489873,0.0,0.0,1195.2,0.0,10106.580167671296,0.0,381.6350991979174,642979616589975.4,-5.837340739904908,52.06068386137486,-6.019554636906797,35.43916554749013,-5.5987752508372495,45.18530099093914,887.2822211980819,767.9439881555372,1214.6072112211607,2764.6,5620.986427015346,2041.5956254599164,18367.286954995572,77584728714.0,38331076679.0,-5.520254824077715,29.100440256297585,1004.4599502523006
2014-01-01,9573.24340335678,8358.26525119568,1368451539.098,213060.1,6120.235614454463,-6.096151804551494,37.647304646670825,21586.574030513802,7731.703289640219,726447.9873436751,308628456.24011,431003389.916188,95319.16219140867,855.6884124020696,1076.8646185620428,519.2218768303312,128.81093345307772,4506.856271766879,2855.6522014134416,4385.716449004519,-6.421582091599744,49.58789703249932,0.0,0.0,258.5,0.0,10822.812715835127,592.8446133837355,397.1743313480688,661417812713070.2,-5.094196045305552,43.92557643353939,-5.198975757695743,38.331557795405395,-7.258065563626582,47.67224009335041,906.027721762657,783.795707150785,1318.396942763535,2989.0,5602.099673273662,2035.431696932429,18439.282577180806,78611863231.0,38462424292.0,-3.4354466914665096,30.31387954950332,1303.7777089828785
2015-01-01,9611.216031719723,8348.045408361104,1368497688.368,213060.1,6164.869320231598,-5.745735094882555,35.98871833086014,21735.664292020378,7680.238713560138,910.0,306365564.651382,429800904.826482,96629.2287450628,837.9046191568611,1183.2438683782461,462.1972855367282,141.04419602365004,4486.835763631135,2846.80053248404,4443.264195797565,-6.350649240077489,49.45259393751624,0.0,0.0,95.3,0.0,11480.285234822282,0.0,379.2290211328821,620467355610743.9,-5.451223843498129,43.81456290185449,-4.959797455812797,37.674426123499885,-7.340046982280893,45.62871766090392,940.5007902383804,802.6871390943152,1073.3169480887657,3118.3,5472.852603239489,2033.4719189305897,18491.491228858744,79631061402.0,38575114251.0,-3.4464280363172257,30.03593856096268,1271.0449870745417
2016-01-01,9614.65506760807,8330.887028157507,1368555063.648,213060.1,6238.838328501154,-5.7722394177690575,36.84914858639241,22028.140209717614,7630.0655379063555,956.0,307416548.488768,431982901.200845,97732.75582072415,1412.699601111246,945.3637763644912,442.68430762808026,130.3076374477105,4575.48892997004,2794.88118057583,4360.899222366886,-6.684809409547603,48.11570706963539,0.0,0.0,488.5,9762.605833333333,12467.457164906209,589.8774034609929,372.3509085986245,628992462954374.8,-5.322024237597388,44.96765781939027,-5.804518633522116,41.46238993108273,-6.7005916819907565,47.35389678180218,918.204300403595,810.1491747092048,1278.8896719237987,2905.1,5390.296870157054,2018.4570421856756,18568.91020959859,80649881615.0,38682039749.0,-3.568080600816736,29.11573012173175,1180.228317689545
2017-01-01,9629.921101097429,8319.689050068511,1368475343.743,213060.1,6272.358741370595,-5.932016616687144,34.43207789212465,22223.309947819384,7582.075681086671,1021.0,313231764.618191,439886580.962133,98402.91205168715,1086.6252105240326,668.5145631269404,457.7901270866757,138.71781296574036,4325.347601048567,2772.7085340911203,4281.343485534546,-6.687719554640365,49.29557639360427,89.045,0.0,552.6,10457.469166666666,13364.863278063678,0.0,363.8721902410894,674270141669261.4,-5.262107135960844,46.58997271955012,-5.676483978051673,39.07445316016673,-6.528857693541875,46.999352931976304,925.5546604543924,808.7145771286968,1118.8265411694185,2697.7,5268.553045340189,2009.4721247805455,18628.172774291506,81670269451.0,38784238929.0,-3.606849666684907,29.05393567681312,1120.329934711269
2018-01-01,9618.19644132909,8306.951316501814,1368481026.225,213060.1,6375.146715039003,-5.912621995666977,34.841469794511795,22390.328068350424,7605.286802483254,1064.0,322343484.868709,450714731.86667097,97984.98238066683,920.6625997217578,629.4940257656476,403.46523910584114,135.7673975146419,4288.960868279619,2698.411419771008,4078.038239798973,-6.7745632892474,49.80792224407197,94.43310996890068,0.0,301.5,10931.972083333334,12130.199820989807,586.6373035467722,353.2202509271829,716276679071923.8,-7.035916900029409,45.93357433378697,-5.681600883952377,37.78084172308446,-6.564574041403807,47.11387364566326,875.8707888424398,813.7516421151382,1155.2410876691913,3217.3,5171.055971709912,2005.1445738447055,18608.70084727142,82673801757.0,38872370474.0,-6.180420443881271,30.583115570247177,1025.4230946034995
2019-01-01,9618.922385711308,8293.888207511263,1368471636.016,213060.1,6469.400716279839,-5.8398042665794705,36.514718130230904,22536.376913753156,7579.229155029491,1084.0,323190967.018148,452882814.127276,98933.60654282925,1040.6416940740137,748.8417261359203,336.1751260235418,145.4261320731874,4696.95620235083,2649.299761790473,4080.85640628586,-6.788602461339902,51.263301834464066,0.0,18130.0,898.4,10974.14625,14021.302618707687,0.0,353.2925407776632,727079448303818.4,-7.08745929202997,48.91685424745084,-5.571683932561453,38.194938093423836,-6.88978345191569,46.89073868095876,868.7936756908894,823.1233533944207,937.995601092999,2664.7,5080.218609904241,2000.4032991847942,18664.55966780586,83655866181.0,38946872927.0,-5.9516225182450855,28.92595095932484,964.070572429513
2020-01-01,9612.311479595435,8282.073343848913,1368432548.435,213060.1,5219.57498255882,-4.927624267991618,36.63513635098935,22676.292159555345,7848.146838526699,0.0,310528345.976476,440220226.510455,99534.58245670794,1490.8215685775308,805.8737453468585,325.69326945185327,148.53246777896618,5331.0155872225005,2447.1462438751587,4540.038217703629,-6.735335842473448,55.672684103250525,97.66265845298767,0.0,500.7,11771.720416666667,14818.611113297678,0.0,375.95726608385104,704740384608050.8,-7.2224687095731195,49.09790594875813,-5.701527178287482,37.695586770772934,-6.2664926588767695,50.26002691686153,920.3357485532761,950.087149584807,835.53,2206.7,4974.952985053488,2137.390229856831,18498.118404116078,84607039146.0,39006970728.0,-5.998165158554918,29.36916211992503,902.9168991083338
2021-01-01,9611.066884689435,8269.70132385301,1367538278.748,0.0,5472.267579504142,-4.99515765067191,39.86206403374672,22823.53971608159,2115.33,0.0,0.0,0.0,99045.51420963398,1635.4175373678715,155.56341082503639,302.4311677207575,131.46307595167764,4550.926831884429,2184.0960263226666,3676.91318920295,-6.560512038413451,55.6936678439379,0.0,0.0,1847.5021429012113,12529.415416666667,15674.626075648763,0.0,369.7143448801895,808317089687717.4,-7.237800282891833,49.47599878907205,-5.738852525129942,38.76178076863288,-6.402765634702496,49.05426611006258,827.5763734579086,56.24222468,0.0,2403.8,4897.709660330467,2285.21142296408,18342.990098317205,85471464179.0,39031251551.0,-6.119936322793375,29.650660209357742,877.8328872122995
2022-01-01,0.0,0.0,0.0,0.0,5718.350317658153,-5.512994146905854,40.22209078073502,0.0,0.0,0.0,0.0,0.0,0.0,2465.998771861881,-76.08271192728961,259.29740218441634,0.0,878.3995473790249,394.5754617112219,623.3464298225048,-8.01349597198346,56.552795603871346,0.0,0.0,95.7,12780.177500000002,5726.551363255597,548.6375974538296,390.18079317509023,841731941972871.4,-7.2298860205337405,49.16333979368208,-4.79196838848291,39.276202023029334,-6.4430585345253215,49.473805367946596,428.4176040887833,0.0,0.0,944.4,0.0,0.0,0.0,86253489797.0,39012477896.0,-6.061754902591959,29.32665970921517,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
